Character,dialogue,season,chapter,to,ProD
Illyrio," Trust me, Your Grace. If he didn't like her, we'd know.",1,1,Illyrio,"Illyrio,Illyrio, Trust me, Your Grace. If he didn't like her, we'd know."
Illyrio, It won't be long now. Soon you will cross the Narrow Sea and take back your father's throne. The people drink secret toasts to your health. They cry out for their true king.,1,1,Viserys Targaryen,"Illyrio,Viserys Targaryen, It won't be long now. Soon you will cross the Narrow Sea and take back your father's throne. The people drink secret toasts to your health. They cry out for their true king."
Viserys Targaryen, When will they be married?,1,1,Illyrio,"Viserys Targaryen,Illyrio, When will they be married?"
Illyrio, Soon. The Dothraki never stay still for long.,1,1,Viserys Targaryen,"Illyrio,Viserys Targaryen, Soon. The Dothraki never stay still for long."
Viserys Targaryen, Is it true they lie with their horses?,1,1,Illyrio,"Viserys Targaryen,Illyrio, Is it true they lie with their horses?"
Illyrio, I wouldn't ask Khal Drogo.,1,1,Viserys Targaryen,"Illyrio,Viserys Targaryen, I wouldn't ask Khal Drogo."
Viserys Targaryen, Do you take me for a fool?,1,1,Illyrio,"Viserys Targaryen,Illyrio, Do you take me for a fool?"
Illyrio, I take you for a king. Kings lack the caution of common men. My apologies if I've given offense.,1,1,Viserys Targaryen,"Illyrio,Viserys Targaryen, I take you for a king. Kings lack the caution of common men. My apologies if I've given offense."
Viserys Targaryen, I know how to play a man like Drogo. I give him a queen and he gives me an army.,1,1,Viserys Targaryen,"Viserys Targaryen,Viserys Targaryen, I know how to play a man like Drogo. I give him a queen and he gives me an army."
Viserys Targaryen," So do I. I want us both to go home. But they took it from us. So tell me, sweet sister, how do we go home?",1,1,Daenerys Targaryen,"Viserys Targaryen,Daenerys Targaryen, So do I. I want us both to go home. But they took it from us. So tell me, sweet sister, how do we go home?"
Daenerys Targaryen, I don't know.,1,1,Viserys Targaryen,"Daenerys Targaryen,Viserys Targaryen, I don't know."
Viserys Targaryen," We go home with an army. With Khal Drogo's army. I would let his whole tribe fuck you, all 40,000 men and their horses too, if that's what it took.",1,1,Sansa Stark,"Viserys Targaryen,Sansa Stark, We go home with an army. With Khal Drogo's army. I would let his whole tribe fuck you, all 40,000 men and their horses too, if that's what it took."
Sansa Stark, Do you think Joffrey will like me? What if he thinks I'm ugly?,1,1,Catelyn Stark,"Sansa Stark,Catelyn Stark, Do you think Joffrey will like me? What if he thinks I'm ugly?"
Catelyn Stark, Then he is the stupidest prince that ever lived.,1,1,Sansa Stark,"Catelyn Stark,Sansa Stark, Then he is the stupidest prince that ever lived."
Sansa Stark, He's so handsome.,1,1,Sansa Stark,"Sansa Stark,Sansa Stark, He's so handsome."
Sansa Stark, When would we be married? Soon or do we have to wait?,1,1,Catelyn Stark,"Sansa Stark,Catelyn Stark, When would we be married? Soon or do we have to wait?"
Catelyn Stark, Hush now. Your father hasn't even said yes.,1,1,Sansa Stark,"Catelyn Stark,Sansa Stark, Hush now. Your father hasn't even said yes."
Sansa Stark, Why would he say no? He'd be the second most powerful man in the kingdoms.,1,1,Catelyn Stark,"Sansa Stark,Catelyn Stark, Why would he say no? He'd be the second most powerful man in the kingdoms."
Catelyn Stark, He'd have to leave home. He'd have to leave me. And so would you.,1,1,Sansa Stark,"Catelyn Stark,Sansa Stark, He'd have to leave home. He'd have to leave me. And so would you."
Sansa Stark, You left your home to come here. And I'd be queen someday. Please make father say yes.,1,1,Catelyn Stark,"Sansa Stark,Catelyn Stark, You left your home to come here. And I'd be queen someday. Please make father say yes."
Catelyn Stark, Sansa...,1,1,Sansa Stark,"Catelyn Stark,Sansa Stark, Sansa..."
Sansa Stark," Please, please. It's the only thing I ever wanted.",1,1,Benjen Stark,"Sansa Stark,Benjen Stark, Please, please. It's the only thing I ever wanted."
Benjen Stark, Is he dead yet?,1,1,Jon Snow,"Benjen Stark,Jon Snow, Is he dead yet?"
Jon Snow, Uncle Benjen!,1,1,Benjen Stark,"Jon Snow,Benjen Stark, Uncle Benjen!"
Benjen Stark, You got bigger. I rode all day. Didn't want to leave you alone with the Lannisters. Why aren't you at the feast?,1,1,Jon Snow,"Benjen Stark,Jon Snow, You got bigger. I rode all day. Didn't want to leave you alone with the Lannisters. Why aren't you at the feast?"
Jon Snow, Lady Stark thought it might insult the royal family to seat a bastard in their midst.,1,1,Benjen Stark,"Jon Snow,Benjen Stark, Lady Stark thought it might insult the royal family to seat a bastard in their midst."
Benjen Stark," Well, you're always welcome on the wall. No bastard was ever refused a seat there.",1,1,Jon Snow,"Benjen Stark,Jon Snow, Well, you're always welcome on the wall. No bastard was ever refused a seat there."
Jon Snow, So take me with you when you go back.,1,1,Benjen Stark,"Jon Snow,Benjen Stark, So take me with you when you go back."
Benjen Stark, Jon...,1,1,Jon Snow,"Benjen Stark,Jon Snow, Jon..."
Jon Snow," Father will let me if you ask him, I know he will.",1,1,Benjen Stark,"Jon Snow,Benjen Stark, Father will let me if you ask him, I know he will."
Benjen Stark, The Wall isn't going anywhere.,1,1,Jon Snow,"Benjen Stark,Jon Snow, The Wall isn't going anywhere."
Jon Snow, I'm ready to swear your oath.,1,1,Benjen Stark,"Jon Snow,Benjen Stark, I'm ready to swear your oath."
Benjen Stark, You don't understand what you'd be giving up. We have no families. None of us will ever father sons.,1,1,Jon Snow,"Benjen Stark,Jon Snow, You don't understand what you'd be giving up. We have no families. None of us will ever father sons."
Jon Snow, I don't care about that.,1,1,Benjen Stark,"Jon Snow,Benjen Stark, I don't care about that."
Benjen Stark," You might, if you knew what it meant. ... I'd better get inside. Rescue your father from his guests. We'll talk later.",1,1,Tyrion Lannister,"Benjen Stark,Tyrion Lannister, You might, if you knew what it meant. ... I'd better get inside. Rescue your father from his guests. We'll talk later."
Tyrion Lannister, Your uncle's in the Night's Watch.,1,1,Jon Snow,"Tyrion Lannister,Jon Snow, Your uncle's in the Night's Watch."
Jon Snow, What're you doing back there?,1,1,Tyrion Lannister,"Jon Snow,Tyrion Lannister, What're you doing back there?"
Tyrion Lannister, Preparing for a night with your family. I've always wanted to see the Wall.,1,1,Jon Snow,"Tyrion Lannister,Jon Snow, Preparing for a night with your family. I've always wanted to see the Wall."
Jon Snow, You're Tyrion Lannister. The queen's brother?,1,1,Tyrion Lannister,"Jon Snow,Tyrion Lannister, You're Tyrion Lannister. The queen's brother?"
Tyrion Lannister," My greatest accomplishment. You  you're Ned Stark's bastard, aren't you?",1,1,Tyrion Lannister,"Tyrion Lannister,Tyrion Lannister, My greatest accomplishment. You  you're Ned Stark's bastard, aren't you?"
Tyrion Lannister," Did I offend you? Sorry. You are the bastard, though.",1,1,Jon Snow,"Tyrion Lannister,Jon Snow, Did I offend you? Sorry. You are the bastard, though."
Jon Snow, Lord Eddard Stark is my father.,1,1,Tyrion Lannister,"Jon Snow,Tyrion Lannister, Lord Eddard Stark is my father."
Tyrion Lannister," And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.",1,1,Jon Snow,"Tyrion Lannister,Jon Snow, And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you."
Jon Snow, What the hell do you know about being a bastard?,1,1,Tyrion Lannister,"Jon Snow,Tyrion Lannister, What the hell do you know about being a bastard?"
Tyrion Lannister, All dwarves are bastards in their fathers' eyes.,1,1,Benjen Stark,"Tyrion Lannister,Benjen Stark, All dwarves are bastards in their fathers' eyes."
Benjen Stark, You at a feast  It's like a bear in a trap.,1,1,Ned Stark,"Benjen Stark,Ned Stark, You at a feast  It's like a bear in a trap."
Ned Stark, The boy I beheaded. Did you know him?,1,1,Benjen Stark,"Ned Stark,Benjen Stark, The boy I beheaded. Did you know him?"
Benjen Stark," Of course I did. Just a lad. But he was tough, Ned. A true Ranger.",1,1,Ned Stark,"Benjen Stark,Ned Stark, Of course I did. Just a lad. But he was tough, Ned. A true Ranger."
Ned Stark, He was talking madness. Said the Walkers slaughtered his friends.,1,1,Benjen Stark,"Ned Stark,Benjen Stark, He was talking madness. Said the Walkers slaughtered his friends."
Benjen Stark, The two he was with are still missing.,1,1,Ned Stark,"Benjen Stark,Ned Stark, The two he was with are still missing."
Ned Stark, A wildling ambush.,1,1,Benjen Stark,"Ned Stark,Benjen Stark, A wildling ambush."
Benjen Stark, Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,1,1,Ned Stark,"Benjen Stark,Ned Stark, Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming."
Ned Stark, Winter is coming.,1,1,Robb Stark,"Ned Stark,Robb Stark, Winter is coming."
Robb Stark, Uncle Benjen.,1,1,Benjen Stark,"Robb Stark,Benjen Stark, Uncle Benjen."
Benjen Stark, Robb boy. How are ye?,1,1,Robb Stark,"Benjen Stark,Robb Stark, Robb boy. How are ye?"
Robb Stark, I'm good.,1,1,Cersei Lannister,"Robb Stark,Cersei Lannister, I'm good."
Cersei Lannister, Yes. Lovely country.,1,1,Catelyn Stark,"Cersei Lannister,Catelyn Stark, Yes. Lovely country."
Catelyn Stark," I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",1,1,Cersei Lannister,"Catelyn Stark,Cersei Lannister, I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time."
Cersei Lannister," Hello, little dove. But you are a beauty. How old are you?",1,1,Sansa Stark,"Cersei Lannister,Sansa Stark, Hello, little dove. But you are a beauty. How old are you?"
Sansa Stark," Thirteen, Your Grace.",1,1,Cersei Lannister,"Sansa Stark,Cersei Lannister, Thirteen, Your Grace."
Cersei Lannister, You're tall. Still growing?,1,1,Sansa Stark,"Cersei Lannister,Sansa Stark, You're tall. Still growing?"
Sansa Stark," I think so, Your Grace.",1,1,Cersei Lannister,"Sansa Stark,Cersei Lannister, I think so, Your Grace."
Cersei Lannister, And have you bled yet?,1,1,Sansa Stark,"Cersei Lannister,Sansa Stark, And have you bled yet?"
Sansa Stark," No, Your Grace.",1,1,Cersei Lannister,"Sansa Stark,Cersei Lannister, No, Your Grace."
Cersei Lannister, And your dress. Did you make it?,1,1,Cersei Lannister,"Cersei Lannister,Cersei Lannister, And your dress. Did you make it?"
Cersei Lannister, Such talent. You must make something for me.,1,1,Cersei Lannister,"Cersei Lannister,Cersei Lannister, Such talent. You must make something for me."
Cersei Lannister, I hear we might share a grandchild someday.,1,1,Catelyn Stark,"Cersei Lannister,Catelyn Stark, I hear we might share a grandchild someday."
Catelyn Stark, I hear the same.,1,1,Cersei Lannister,"Catelyn Stark,Cersei Lannister, I hear the same."
Cersei Lannister, Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,1,1,Ned Stark,"Cersei Lannister,Ned Stark, Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever."
Ned Stark, Your pardon.,1,1,Jaime Lannister,"Ned Stark,Jaime Lannister, Your pardon."
Jaime Lannister, I hear we might be neighbors soon. I hope it's true.,1,1,Ned Stark,"Jaime Lannister,Ned Stark, I hear we might be neighbors soon. I hope it's true."
Ned Stark," Yes, the king has honored me with his offer.",1,1,Jaime Lannister,"Ned Stark,Jaime Lannister, Yes, the king has honored me with his offer."
Jaime Lannister," I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.",1,1,Ned Stark,"Jaime Lannister,Ned Stark, I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale."
Ned Stark, I don't fight in tournaments.,1,1,Jaime Lannister,"Ned Stark,Jaime Lannister, I don't fight in tournaments."
Jaime Lannister, No? Getting a little old for it?,1,1,Ned Stark,"Jaime Lannister,Ned Stark, No? Getting a little old for it?"
Ned Stark," I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do.",1,1,Jaime Lannister,"Ned Stark,Jaime Lannister, I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do."
Jaime Lannister, Well said.,1,1,Sansa Stark,"Jaime Lannister,Sansa Stark, Well said."
Sansa Stark, Arya!,1,1,Robb Stark,"Sansa Stark,Robb Stark, Arya!"
Robb Stark, Time for bed.,1,1,Ned Stark,"Robb Stark,Ned Stark, Time for bed."
Ned Stark," I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital.",1,1,Catelyn Stark,"Ned Stark,Catelyn Stark, I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital."
Catelyn Stark, I won't let him take you.,1,1,Ned Stark,"Catelyn Stark,Ned Stark, I won't let him take you."
Ned Stark, The king takes what he wants. That's why he's king.,1,1,Catelyn Stark,"Ned Stark,Catelyn Stark, The king takes what he wants. That's why he's king."
Catelyn Stark," I'll say, 'Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'",1,1,Ned Stark,"Catelyn Stark,Ned Stark, I'll say, 'Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'"
Ned Stark, How did he get so fat?,1,1,Catelyn Stark,"Ned Stark,Catelyn Stark, How did he get so fat?"
Catelyn Stark, He only stops eating when it's time for a drink.,1,1,A Voice,"Catelyn Stark,A Voice, He only stops eating when it's time for a drink."
A Voice," It's Maester Luwin, my lord.",1,1,Ned Stark,"A Voice,Ned Stark, It's Maester Luwin, my lord."
Ned Stark, Send him in.,1,1,Luwin,"Ned Stark,Luwin, Send him in."
Luwin," Pardon, my lord, my lady. A rider in the night from your sister.",1,1,Ned Stark,"Luwin,Ned Stark, Pardon, my lord, my lady. A rider in the night from your sister."
